"Book_ID","Price"
268903016,70.60
273259618,3.00
275352520,6.39
275352524,6.39
275352526,6.39
276708030,5.97
277299648,5.95
284059618,5.00
284622700,6.66
284622706,6.66
286376596,6.00
286507092,3.00
292831282,15.00
293243334,1.50
295444012,20.00
297204242,5.00
298886686,22.50
300673692,5.31
300775032,4.25
303692372,4.00
305678856,4.50
308245304,10.00
308245306,10.00
308245308,10.00
308245316,10.00
308391950,20.50
308405492,10.50
308848486,10.00
309161378,12.95
312114590,27.00
312224938,15.00
313984490,25.00
316371282,12.00
316920310,7.75
327683596,14.95
327939150,6.50
331786960,2.67
332500200,7.00
333919388,9.00
334872266,30.00
344406900,20.00
346777536,20.00
355605560,12.00
362354714,8.25
362354844,8.25
363677716,15.00
367727694,7.00
369221706,22.75
372101460,3.75
372101494,3.75
374012430,6.00
375617382,3.63
381789252,24.00
381789254,24.00
381789256,24.00
381789258,24.00
381789264,24.00
381789266,24.00
381789268,24.00
386334032,5.00
389426132,7.96
397458844,3.50
397777360,7.00
401064106,6.00
401064196,6.50
401064296,4.50
403146236,10.50
403146240,5.50
408701562,5.00
416768812,0.00
416818656,6.00
417289862,8.75
428174396,24.95
429337182,1.00
434818342,4.95
448232470,1.00
458628568,147.54
462217850,5.00
465116642,4.00
468970560,6.00
500778315,4.47
500996707,3.00
510203926,7.00
510434364,11.50
513196408,1.00
516196401,7.00
523253801,5.95
533571267,23.00
535558563,9.00
541789791,24.00
544088755,20.00
544738311,17.00
544738317,23.00
545240461,67.32
546832945,2.95
549661597,4.00
561310790,10.00
584218320,12.00
585714459,5.00
585714466,10.00
586706972,33.27
586795362,5.00
587410150,4.50
589259379,7.50
597298527,31.00
597753487,1.89
599227931,21.00
603131527,11.50
603144474,14.38
607648076,24.00
609409907,12.33
609539036,17.00
616044899,6.00
618303378,25.00
619688794,5.54
621772660,2.50
622094803,1.00
622346719,4.25
624547746,25.00
628538837,8.00
632782597,4.00
633199459,10.22
639331154,22.50
641902420,4.50
646683402,3.98
654046371,14.00
663419831,3.00
668694395,1.00
668798517,3.00
679028930,1.00
684210019,25.00
685589763,15.00
685643996,4.98
693211832,5.00
693244008,19.99
693433208,12.50
696365455,5.00
720184571,35.00
720784757,17.50
724617700,20.00
724618007,14.00
725518600,4.84
725518601,4.84
731552263,1.00
732859854,5.25
733629620,5.00
735308510,25.00
744252203,11.94
744381506,1.00
749002592,7.00
755646723,10.00
758139714,4.00
758566054,8.00
758566061,21.00
758781815,5.33
759353115,4.00
760022861,7.50
760373109,1.00
760983711,11.61
761348960,15.00
765765850,1.85
765765851,1.25
767170136,21.72
767192230,10.00
770023534,5.00
773216652,5.00
776876776,12.50
778977190,5.95
780275740,9.00
792263721,5.00
792263735,5.00
794438923,2.00
794446109,5.00
794447540,4.00
802060872,22.28
804133190,24.38
806147341,7.00
806675088,14.00
807199071,11.43
807200498,20.00
808361870,1.00
808461985,1.00
808477195,25.00
808913060,15.00
811555848,10.50
815969151,20.00
817963113,7.71
820457780,4.00
821217069,10.00
821458006,1.99
821601485,15.00
821601486,12.00
821762810,5.31
822212931,7.50
823293040,12.00
823826796,1.99
823826802,1.99
823826811,1.99
823826821,1.99
825365343,4.67
827075202,15.00
827315172,1.00
828330343,7.49
830285550,22.00
832410435,6.50
837170227,75.00
838540873,10.88
838716248,11.40
840743258,10.85
846020490,3.00
847181155,5.00
847181158,5.00
847860292,10.50
847860331,30.00
850183995,8.38
850316676,29.00
850832649,20.00
853088426,24.00
853252347,10.50
853252366,10.50
853260977,1.00
853271988,12.00
853284712,10.68
853492556,20.00
853772835,24.00
858519502,3.00
858878682,17.00
863143993,6.99
863170238,10.29
863170239,10.29
863170290,10.29
865301163,3.00
865303154,3.00
871522224,6.00
871893707,5.00
871922545,5.00
877402989,7.50
878378547,12.00
879495102,13.27
880572285,120.67
882267978,8.95
882270242,15.20
883261512,15.73
885795753,15.50
886780125,2.89
887444363,24.00
890942888,3.93
893249769,20.00
893806131,24.00
896656915,10.00
897560422,5.00
897912754,1.00
898001281,10.00
898001305,10.00
900502483,10.00
900502490,10.00
900530144,7.50
900553372,20.00
901968340,5.00
902321458,25.00
903107586,6.00
905247349,6.00
910081388,16.00
912915344,18.00
917611974,9.95
918148811,18.00
918920774,9.89
918921099,8.47
919045129,1.50
920392712,1.95
920917862,1.50
925276539,22.95
927977128,10.00
928649763,12.00
931734909,5.27
932020316,5.00
936183263,4.67
936865316,12.00
937523538,1.99
938435905,7.89
941021824,9.00
942016599,4.25
944274018,35.00
944760790,6.95
947110148,30.00
949617917,24.00
955684999,16.00
956089504,3.98
958983259,3.25
959389199,22.00
964470310,10.98
968846416,12.92
970742165,25.00
973902063,7.00
975731939,30.24
976636390,13.50
977917382,12.50
978561800,3.00
984123357,4.50
984123363,4.50
984502876,4.00
985236457,27.50
987184342,7.50
987184359,6.75
988184408,17.60
989012211,12.00
991503799,5.00
993818640,6.50
995951978,14.00
997539071,4.50
998140904,10.00
998637035,25.00
1001004661,12.00
1002048565,87.50
1002206963,16.95
1002643568,12.50
1005238428,21.25
1006601866,25.00
1006965354,12.50
1007885721,19.50
1008300612,5.75
1008582606,56.72
1008848992,30.00
1014249481,24.38
1014397067,26.25
1014937727,9.00
1014957855,7.50
1017781630,2.00
1020963208,5.00
1021583698,4.00
1022547207,9.00
1023027183,4.00
1025548184,24.50
1026835281,19.58
1026868295,22.00
1028273705,50.00
1028770198,20.00
1031685420,12.10
1036123931,29.53
1036460214,14.60
1038427768,16.60
1038934643,6.00
1039445753,10.00
1040848197,1.50
1041636404,4.25
1041647386,1.50
1042246748,7.50
1046695037,5.00
1046762509,3.50
1047913592,8.00
1050076925,95.00
1054562001,29.53
1055037012,32.00
1058066057,6.36
1060238183,1.95
1071473868,15.00
1072664671,175.00
1076729864,39.00
1076999843,5.00
1077075237,5.00
1079963639,50.00
1083466282,1.00
1091594701,15.20
1094685496,15.00
1097515163,7.50
1101343315,4.00
1101879174,15.00
1102094449,20.00
1102141209,2.50
1112113673,4.50
1112938151,12.00
1115359369,25.00
1116717860,20.00
1116721741,1.50
1128066401,13.13
1128435369,1.00
1137950842,2.50
1139478956,8.00
1141989696,120.00
1144957912,22.00
1155180904,16.00
1155225701,10.00
1156131012,1.00
1156131364,1.00
1156641185,5.50
1157180366,0.00
1157181329,1.00
1157181464,1.00
1157901907,4.00
1158811404,1.99
1159217683,6.00
1159562664,3.50
1159583064,9.95
1161155278,20.00
1161916653,1.99
1162819276,4.00
1163126018,25.00
1164652848,12.50
1165631406,24.00
1166217257,13.39
1167839056,6.00
1171065231,3.00
1171065240,3.00
1173875456,1.00
1174435693,9.68
1174609542,25.00
1174641502,1.00
1174641597,1.00
1175966145,1.99
1178876540,3.63
1180993472,23.10
1181077062,18.00
1181159686,4.00
1189031272,20.00
1189096663,1.99
1189239795,33.07
1189938012,7.50
1190707329,5.00
1192965515,25.00
1193528826,25.00
1197931021,3.00
1197960674,22.50
1205202587,4.00
1205697635,12.00
1207397416,4.67
1213047026,24.00
1218527692,10.00
1223705332,5.00
1227066368,17.00
1227066372,17.00
1228530097,25.00
1229370967,6.64
1229538135,30.00
1229827197,25.00
1231828374,4.00
1233884209,5.00
1236210195,10.00
1236247631,10.00
1236548815,20.00
1237422408,10.06
1239335062,9.95
1240598454,28.56
1242412807,16.00
1242678490,7.25
1244701135,567.53
1245833238,7.00
1256206301,4.00
1257848789,12.00
1262141130,26.65
1262336806,2.50
1264738702,9.00
1266713163,2.36
1269423834,7.00
1270293452,10.00
1270420421,5.00
1271852724,5.00
1274398111,11.97
1276326196,1.85
1276784269,7.26
1278465886,6.00
1279220374,6.00
1279220376,6.00
1284941630,3.38
1284941646,2.54
1285575094,35.00
1285607493,20.00
1286173022,7.60
1288786367,3.00
1291114339,19.43
1291625187,8.00
1293154510,8.00
1296020777,4.95
1296902590,3.98
1298543009,1.00
1300068323,11.99
1302998503,15.00
1304500422,12.00
1308458766,20.51
1308467866,25.00
1309179668,20.00
1309268661,4.84
1310569963,10.42
1311560672,1.95
1312111667,6.00
1314771778,1.75
1314771786,1.85
1318327241,24.99
1324114817,6.49
1329938317,10.00
1329938318,15.00
1329938319,10.00
1329938320,10.00
1329938321,10.00
1331850442,4.00
1332186599,7.00
1337823384,25.00
1345714886,25.00
1351487911,12.95
1353737089,19.50
1355147774,10.00
1355866045,3.63
1356103147,14.00
1358285594,5.00
1362280519,10.00
1362660776,19.95
1365327675,7.00
1367851103,3.50
1368030828,15.00
1368486363,0.00
1368818196,2.00
1368864025,1.75
1368864027,1.95
1371720116,8.00
1372697973,12.00
1373418437,3.00
1377092612,1.85
1377123325,8.00
1378529221,8.33
1385160002,8.95
1392905679,10.00
1394872876,5.55
1394920557,20.00
1396365945,25.00
1399052657,10.00
1399292906,14.52
1399292907,50.81
1400760568,10.00
1405648593,7.00
1408774154,8.00
1409090477,2.65
1409595508,2.00
1409893345,5.08
1410348411,1.00
1413453361,10.00
1416199206,4.00
1416983867,20.00
1417796350,2.00
1418092990,17.50
1422807600,8.00
1425179731,7.18
1425197655,3.74
1425230416,6.23
1427386843,10.00
1428681247,1.25
1428828955,1.50
1453394590,9.00
1472955007,10.00
1516574962,1.75
1535140018,1.78
1550125451,10.00
1603583007,25.00
1676969925,10.32
1738430087,14.99
1752765559,7.00
1775176990,20.00
1803134620,398.23
1805821078,5.00
1812094786,4.50
1856191637,1.50
1865187273,1.75
1876379322,5.00
1911569602,10.00
1936768247,11.00
1936768266,11.00
1945206117,17.89
1945206488,17.89
1945206942,17.89
1945207067,15.70
1945207096,17.89
1945207223,15.64
1945207404,17.89
1945207438,17.89
1958318699,17.89
1958318849,17.89
1958318850,17.89
1958318852,17.89
1960367911,1.00
1971730398,1.00
1978280450,4.50
1979534143,18.14
1993243968,10.00
2000944092,4.50
2025462087,24.00
2035605341,300.00
2052127905,9.56
2052127906,19.25
2076807927,1.40
2099463407,6.05
2102680070,0.00
2102680072,25.00
2135347146,9.95
2154647721,30.47
2167109007,1.00
2189498640,18.00
2195879888,29.00
2203113854,15.00
2203715682,9.00
2212389845,1.00
2216973779,1.00
2229801668,5.95
2337216202,15.53
2407602013,20.00
2408526594,10.00
2454295724,17.95
2455157527,1.50
2457405014,8.00
2472136841,6.75
2473960297,4.00
2483398492,29.03
2499489018,7.50
2520829699,30.00
2576484389,11.98
2585363632,1.50
2589692468,37.50
2609856368,2.50
2624672734,5.33
2638207388,7.99
2638836678,4.00
2660201434,6.50
2660202863,6.00
2668030251,14.00
2670096001,88.00
2671035441,10.00
2702982500,3.25
2709164695,1.00
2713065618,6.00
2713759101,12.00
2762372408,8.88
2780155689,16.00
2786898050,5.00
2795335604,15.99
2795338706,10.00
2795338708,6.00
2795338709,8.00
2795338710,9.00
2795338714,6.00
2808967626,1.50
2841519123,5.00
2845020489,7.00
2845020490,8.00
2845020491,6.00
2845020492,4.00
2846955772,22.50
2852738685,12.00
2901541692,1.00
2916477462,22.00
2954452664,18.14
2992155377,2.00
2992155379,2.00
2992155380,2.00
2992155501,2.00
3001480206,150.00
3004369455,9.25
3017673348,5.00
3031537824,4.95
3054593465,25.00
3065816212,8.00
3079620522,4.00
3104411390,21.00
3104956734,20.00
3135114567,4.99
3138995868,1.00
3152437341,4.00
3158071137,16.29
3187587517,3.95
3192622214,2.25
3205896145,1.00
3209889895,5.31
3226590185,6.00
3230268196,35.00
3230268197,25.00
3230268198,25.00
3242361319,3.00
3260924086,2.95
3267433599,3.00
3303948577,10.00
3352210933,22.00
3353422260,12.00
3365697142,20.00
3367383210,20.01
3401872846,104.16
3444423462,2.90
3473387368,60.00
3486692730,1.50
3486692753,1.50
3545689081,4.84
3547448912,15.00
3576522085,1.00
3582833122,2.50
3583099184,19.01
3596470670,6.00
3608630095,6.75
3608642811,5.00
3646351457,16.00
3654291430,50.00
3678886360,0.00
3685474423,4.00
3710950034,1.50
3726414581,27.49
3789839619,1.75
3828386155,6.50
3834792329,15.00
3841318070,1.85
3860475444,12.00
3876264608,3.50
3876264609,3.00
3876264610,3.50
3876264612,3.00
3876264613,3.50
3879449256,10.00
3879462260,10.00
3879464988,10.00
3879465545,10.00
3890332555,5.50
3908620809,21.77
3942794262,1.50
3942794264,1.50
3960492432,85.00
3965984540,1.50
3982214550,18.51
4012924271,12.00
4055674208,15.00
4165427024,14.95
4234295003,12.00
4250500014,5.85
4267747620,26.00
4271573849,1.75
4285032067,7.00
4305883377,7.99
4373198754,24.19
4374181139,40.00
4378991017,12.10
4388811546,1.99
4403519080,9.75
4425316690,30.00
4435096316,8.95
4438839358,4.04
4438854577,2.89
4438854578,2.89
4438884272,4.04
4438884273,8.08
4438884571,5.19
4438884572,3.46
4438884573,4.61
4438884574,8.65
4438884576,5.76
4439321814,10.00
4448639878,17.50
4467401805,7.00
4509639548,25.29
4514284558,7.50
4554975104,7.00
4567263236,1.00
4569840189,9.99
4576208257,5.00
4584148713,6.00
4615052891,175.40
4616688787,1.00
4641067196,15.00
4666573473,15.95
4695783262,12.50
4701970985,17.95
4720968582,9.95
4724713287,24.38
4749795714,19.96
4749812165,19.96
4763916831,3.50
4763916832,5.00
4785261960,299.82
4792327496,82.06
4800293611,5.00
4805197435,10.00
4818056145,5.00
4818056153,9.00
4818056178,6.00
4824511525,3.00
4838701192,4.00
4880340257,10.75
4914325028,35.00
4921229909,8.00
4956504932,5.00
4974553488,9.49
4991810375,1.82
5011564050,20.00
5064367115,5.00
5064367117,4.00
5064367118,4.00
5076863241,10.00
5076863242,10.00
5161354242,10.00
5192727387,4.95
5228371536,12.50
5233089685,15.00
5239560997,3.63
5269592818,11.00
5290740989,5.00
5323396518,4.50
5334849969,7.95
5334849970,5.00
5338005399,8.00
5370188045,2.50
5375656622,20.00
5428788399,2.50
5434713188,8.00
5434713189,8.00
5434713197,15.00
5434713202,8.00
5467319714,4.50
5467321453,4.00
5467323009,3.50
5467323428,3.99
5467327675,5.00
5467327846,3.50
5467328155,4.00
5467333100,3.50
5467347098,4.99
5467358866,4.50
5467365175,3.50
5467367405,3.50
5467383631,2.99
5467385188,7.99
5467385189,7.99
5467386917,4.99
5467409062,3.99
5467418592,9.50
5467419940,2.99
5467437113,10.99
5467441452,3.50
5467442033,4.50
5467442034,4.99
5472013939,4.95
5482095359,3.50
5484830767,6.00
5484830768,4.00
5484830769,4.00
5484830778,5.00
5484830779,5.00
5484830786,5.00
5484849816,34.95
5496144692,4.99
5520433609,2.00
5526908200,4.00
5537434218,10.55
5553529966,53.09
5560785440,15.09
5609937940,4.50
5629019185,5.27
5629020004,5.27
5633282540,4.00
5634516588,12.50
5635577810,16.25
5635585085,6.50
5642072649,3.99
5642072658,4.99
5642072660,3.50
5668269971,4.00
5694445511,10.00
5709075621,20.00
5709075622,25.00
5710512365,4.00
5711479575,10.00
5732284408,30.24
5749388234,10.50
5758022986,2.87
5766052571,20.00
5772671629,719.57
5809421567,9.68
5812643104,1.95
5812643106,2.25
5832979961,7.00
5833679569,5.50
5834791679,12.10
5842597554,10.00
5848925628,6.50
5852671442,18.10
5862694474,50.00
5870450785,2.00
5894949644,8.00
5915384045,5.00
5930892391,12.00
5939306856,10.00
5971880238,8.50
5985387028,4.23
6004087170,18.10
6009877403,4.54
6021818281,4.03
6021822031,9.26
6021822032,2.34
6034491856,50.38
6034491857,26.00
6091512873,8.00
6094349239,5.00
6105381517,15.00
6129360905,14.97
6129361564,11.00
6176736642,6.95
6185623518,1.00
6253994234,5.31
6264532291,19.91
6270823381,17.81
6281847943,15.00
6289006299,2.99
6327898888,2.49
6342888920,30.61
6350492321,6.00
6455009425,4.50
6505706080,8.00
6517942901,7.00
6524692891,2.65
6538546034,12.00
6552240901,50.31
6557239966,3.00
6582538387,6.53
6583949028,30.00
6583949033,35.00
6621191428,4.00
6667787725,12.10
6667790032,18.14
6671606916,23.00
6692559499,379.59
6720955321,17.00
6754071634,3.50
6763389530,6.00
6774801580,3.31
6774802303,3.31
6774803544,4.01
6774804172,4.01
6774804602,3.34
6774816150,3.34
6774816300,3.30
6774817641,3.31
6774819395,3.31
6774820850,3.31
6774823269,3.31
6774826624,3.31
6774826990,3.31
6774827912,4.01
6774827957,4.01
6774831461,3.31
6793087050,36.00
6816452360,5.00
6852173344,0.00
6901705092,6.74
6928086771,5.88
6929475639,25.00
6932953139,3.50
6934723596,12.55
6942100761,2.50
6952306992,4.50
6975276829,50.00
7044360182,20.00
7049342152,20.00
7049342160,10.00
7059163101,9.29
7063833246,15.00
7118763620,8.00
7118763621,7.60
7118763671,7.60
7118763684,9.20
7186183559,12.00
7187191926,2.94
7189659666,25.00
7194719052,4.12
7195463142,5.88
7197157986,5.50
7204212085,4.60
7262375300,4.00
7290585690,6.05
7293908898,4.00
7353841817,422.36
7360671663,6.64
7362986145,7.74
7367588903,11.00
7381428668,20.00
7386826221,35.00
7388438240,120.00
7388583901,20.00
7402796624,15.00
7438596475,12.50
7438596476,13.98
7469279515,12.07
7469281719,12.07
7500406646,4.23
7510934887,8.50
7515561548,5.00
7538084646,20.00
7538934083,15.00
7610451650,19.00
7616811988,33.87
7645231785,3.00
7664528975,1.50
7699227419,14.48
7770530602,24.00
7770564510,18.14
7800429122,16.00
7807681083,5.00
7828942301,3.00
7832580979,475.00
7844300686,4.95
7911087237,28.00
7939990892,5.99
7952309667,16.98
7969265932,28.00
7969265941,25.00
7994226089,19.91
7997094980,10.99
8061064809,9.00
8068292423,17.50
8080392568,7.03
8086171188,20.00
8105637584,6.99
8106155024,3.63
8137885819,4.00
8148501479,10.95
8155792177,6.00
8169459035,9.00
8178748737,12.37
8178753525,6.15
8178753643,8.49
8186553039,1.00
8194773638,9.00
8194773639,12.00
8210373441,5.00
8230497387,6.00
8230497388,6.00
8230497389,6.00
8234036099,1.88
8246190622,11.25
8287033198,5.00
8287033199,4.00
8287033201,4.00
8323438657,1.88
8326461666,4.00
8326461715,4.00
8326462429,4.00
8326462693,4.00
8326463534,25.00
8326463870,5.00
8334144665,6.64
8362852718,30.00
8430643074,10.00
8436795801,301.69
8451604477,10.00
8451604478,10.00
8498558509,4.00
8500893089,9.29
8524484634,15.00
8525574809,21.00
8525574810,25.95
8557587798,31.25
8559114216,3.50
8570863275,10.55
8644770135,12.50
8667937342,6.64
8670140491,7.00
8683839162,12.50
8689789262,15.00
8691920758,20.00
8716371455,17.89
8716371456,17.89
8716371597,17.89
8716371607,17.89
8731326767,6.50
8731329713,7.80
8736065356,3.95
8750025355,125.00
8761721184,3.50
8770350770,2.95
8812749032,277.50
8839959715,20.00
8858886409,17.60
8880777916,6.00
8881513782,8.00
8886920656,9.00
8892988065,10.00
8903892915,9.95
8906304070,18.95
8941048363,7.00
8942622939,7.00
8942623395,20.00
8942636561,5.00
8958041512,10.00
8983162721,3.98
8995431339,20.00
8995486496,2.00
8997953039,19.91
9010064787,8.48
9011151001,0.00
9061568763,266.51
9081734968,25.00
9126714053,7.25
9129035422,35.18
9145641227,20.00
9145641228,15.00
9168474997,21.77
9177465481,6.00
9177465549,15.50
9180305969,9.00
9180305971,8.00
9180305972,8.00
9231483988,7.15
9231494497,7.00
9231494500,3.50
9259715162,5.55
9276339390,3.50
9308934845,2.00
9309448195,20.00
9314360862,15.93
9315770647,3.99
9331689530,20.00
9337632364,7.38
9358252600,6.00
9358252757,35.00
9358252772,12.00
9365849236,6.80
9367943396,25.00
9367943397,25.00
9390761869,5.00
9393539215,14.95
9393539240,3.95
9393539241,8.95
9393539242,7.95
9395166485,4.99
9405402910,30.53
9405403007,19.91
9446226872,11.50
9452713542,17.50
9452713543,20.00
9456737726,5.00
9474855253,12.00
9477585662,2.41
9477585836,2.41
9483911921,19.92
9485330598,6.64
9507693821,51.00
9513249004,8.44
9527162520,4.00
9530844869,5.99
9546697226,10.00
9548613080,6.00
9567169301,12.95
9580901994,10.00
9584620233,5.58
9628220865,7.50
9633256678,4.00
9673504602,29.00
9681990677,8.00
9684008603,5.50
9693326998,5.00
9695113377,2.00
9695135519,6.00
9728007112,15.00
9740283168,3.75
9742411001,7.00
9742411646,6.00
9742411899,8.00
9747476466,2.99
9787942533,5.99
9816204033,4.00
9822142693,4.75
9823256509,15.00
9841085387,32.00
9841085388,19.90
9863927080,7.24
9889725942,2.42
9897672801,12.00
9908712356,9.50
9924260495,7.99
9932081233,7.50
9955339887,10.00
9964118234,10.00
9964140678,2.99
9993658555,25.00
9994028217,7.50
10039534928,15.00
10042376518,5.50
10042376519,5.50
10042376520,3.99
10042376521,3.50
10042376522,3.99
10042376524,3.99
10042849469,14.79
10058538700,5.00
10063944739,6.64
10063965944,6.40
10064331613,23.00
10075504740,15.27
10075525181,6.00
10075527785,5.95
10076655981,10.00
10087726122,1.29
10090222862,83.23
10107167383,12.00
10107176741,30.00
10138139589,10.00
10141179516,4.95
10143453335,10.00
10154507800,27.50
10158638821,22.00
10171658179,6.27
10183513673,8.47
10187082688,6.00
10218614937,2.00
10236717920,3.76
10236871331,8.00
10242780695,9.95
10250909849,10.00
10253443391,16.34
10267353133,4.90
10280309706,1.50
10300781348,4.75
10300791684,12.00
10301020323,10.00
10325345522,11.29
10335068515,17.50
10345263742,7.00
10345263743,7.00
10345268137,7.00
10390215385,99.99
10404769003,16.34
10404769007,16.34
10405085600,12.00
10431595775,10.00
10436241196,12.00
10448242450,2.00
10456472936,5.00
10478141486,12.10
10523271123,16.95
10523272031,6.00
10523282903,4.99
10523283000,4.99
10523593645,199.95
10529261714,8.47
10535765908,17.50
10567424370,3.92
10593569298,4.00
10606034330,20.00
10626139962,0.00
10634213556,10.00
10634213567,20.00
10652834828,4.95
10665755109,19.95
10665755112,19.95
10746846404,3.62
10746848473,3.62
10768942320,5.00
10768942341,5.00
10768942349,5.00
10809012555,7.00
10813637803,2.00
10816408599,12.55
10822581334,25.00
10824574563,15.00
10843213189,20.00
10855926950,4.50
10880700868,3.00
10888942498,2.00
10888942506,2.00
10888942515,2.00
10901594942,20.00
10907754002,1.49
10910765410,23.50
10921141556,3.99
10939742892,4.50
10953754268,4.00
10958554306,27.50
10977316197,1.00
10981744050,8.00
10990527575,11.00
10997521734,10.00
11027458707,5.48
11028134293,20.02
11028834911,9.95
11043698610,1.50
11052011684,85.59
11077503180,100.00
11083519702,7.17
11083519703,5.62
11115082548,108.61
11120462406,15.00
11120462407,10.00
11120462409,10.00
11120462416,20.00
11120462429,12.00
11120462430,12.00
11120462431,10.00
11120466016,13.00
11120467007,20.00
11144279544,9.99
11157759558,35.08
11221316657,10.72
11230005921,14.75
11253297025,6.00
11254999557,24.19
11307797148,25.00
11315323276,149.95
11327648349,3.63
11367319956,25.00
11380859023,2.00
11380859030,2.00
11380859032,2.00
11410712357,3.90
11410712382,5.59
11410712384,2.41
11410712425,1.45
11456485306,28.00
11484784088,15.00
11488336857,8.00
11488336858,8.00
11488337062,7.00
11493984439,0.00
11520533421,1.00
11522952105,11.94
11522976400,19.95
11563834152,25.00
11586565254,5.91
11615276270,8.88
11627945647,12.00
11653165607,7.00
11661053834,8.89
11663129913,450.00
11665918956,1.00
11665918957,1.00
11665918958,1.00
11672098347,25.00
11682962422,5.14
11685944861,23.00
11690205091,7.95
11701122465,1.41
11740198847,1.50
11792801576,11.83
11793082184,22.55
11800510178,0.00
11800510215,0.00
11800510220,0.00
11801079367,12.14
11868532365,4.36
11883869079,1.99
11886995937,17.42
11899403580,6.38
11904072391,24.50
11904644829,15.04
11910834803,26.06
11911277529,90.51
11913960688,20.00
11921901893,8.88
11924291735,1.50
11951132699,4.50
11951847531,5.00
11954346186,17.00
11966703224,13.27
11990825414,12.50
12005541472,15.00
12009737882,216.39
12009742548,235.32
12026115124,8.89
12028003060,13.95
12032400284,5.00
12056998540,7.26
12059030439,2.99
12059031751,4.00
